uberon_id	cui
UBERON:0001510	UMLS:C0222275
UBERON:0001511	UMLS:C0222279
UBERON:0001512	UMLS:C0222286
UBERON:0001513	UMLS:C0222289
UBERON:0001514	UMLS:C0011666
UBERON:0001515	UMLS:C0003489
UBERON:0001515	UMLS:C0011666
UBERON:0001515	UMLS:C1522460
UBERON:0001516	UMLS:C0003484
UBERON:0001517	UMLS:C0222213
UBERON:0001518	UMLS:C0222223
UBERON:0001519	UMLS:C0222224
UBERON:0001520	UMLS:C0224249
UBERON:0001521	UMLS:C0224252
UBERON:0001522	UMLS:C0224254
UBERON:0001523	UMLS:C0224261
UBERON:0001524	UMLS:C0224266
UBERON:0001525	UMLS:C0224267
UBERON:0001526	UMLS:C0224272
UBERON:0001527	UMLS:C0224278
UBERON:0001529	UMLS:C0006094
UBERON:0001530	UMLS:C0162859
UBERON:0001531	UMLS:C0226086
UBERON:0001532	UMLS:C0007276
UBERON:0001533	UMLS:C0038530
UBERON:0001534	UMLS:C0226261
UBERON:0001535	UMLS:C0042559
UBERON:0001536	UMLS:C0226087
UBERON:0001537	UMLS:C0085816
UBERON:0001538	UMLS:C0086835
UBERON:0001539	UMLS:C0226492
UBERON:0001540	UMLS:C0226476
UBERON:0001541	UMLS:C0226479
UBERON:0001542	UMLS:C0729596
UBERON:0001543	UMLS:C0588057
UBERON:0001544	UMLS:C0032652
UBERON:0001545	UMLS:C0226833
UBERON:0001546	UMLS:C0226832
UBERON:0001547	UMLS:C0226827
UBERON:0001549	UMLS:C0835053
UBERON:0001553	UMLS:C0226495
UBERON:0001555	UMLS:C0017189
UBERON:0001561	UMLS:C0226293
UBERON:0001562	UMLS:C0224155
UBERON:0001563	UMLS:C0224107
UBERON:0001564	UMLS:C0224159
UBERON:0001565	UMLS:C0224160
UBERON:0001566	UMLS:C0224178
UBERON:0001567	UMLS:C0007966
UBERON:0001568	UMLS:C0023054
UBERON:0001568	UMLS:C0224177
UBERON:0001568	UMLS:C0224178
UBERON:0001568	UMLS:C0224181
UBERON:0001568	UMLS:C0224182
UBERON:0001568	UMLS:C0224183
UBERON:0001568	UMLS:C0448336
UBERON:0001568	UMLS:C1510945
UBERON:0001571	UMLS:C0224194
UBERON:0001572	UMLS:C0224196
UBERON:0001573	UMLS:C0224195
UBERON:0001574	UMLS:C1704249
UBERON:0001577	UMLS:C0015460
UBERON:0001577	UMLS:C0086625
UBERON:0001578	UMLS:C0224122
UBERON:0001579	UMLS:C0028938
UBERON:0001579	UMLS:C1268984
UBERON:0001580	UMLS:C1704248
UBERON:0001581	UMLS:C0224119
UBERON:0001582	UMLS:C0224121
UBERON:0001584	UMLS:C0226262
UBERON:0001585	UMLS:C0042459
UBERON:0001586	UMLS:C0226550
UBERON:0001587	UMLS:C0038532
UBERON:0001588	UMLS:C0226560
UBERON:0001589	UMLS:C0226633
UBERON:0001590	UMLS:C0501112
UBERON:0001591	UMLS:C0226698
UBERON:0001592	UMLS:C0226650
UBERON:0001594	UMLS:C0004526
UBERON:0001597	UMLS:C0024876
UBERON:0001598	UMLS:C0039487
UBERON:0001599	UMLS:C0038151
UBERON:0001600	UMLS:C0039529
UBERON:0001602	UMLS:C0582820
UBERON:0001603	UMLS:C0582821
UBERON:0001604	UMLS:C0224134
UBERON:0001605	UMLS:C0559230
UBERON:0001607	UMLS:C0229189
UBERON:0001608	UMLS:C0229190
UBERON:0001609	UMLS:C0229583
UBERON:0001610	UMLS:C0226104
UBERON:0001611	UMLS:C0226106
UBERON:0001612	UMLS:C0226109
UBERON:0001613	UMLS:C0226117
UBERON:0001615	UMLS:C0226132
UBERON:0001616	UMLS:C0024949
UBERON:0001617	UMLS:C0226144
UBERON:0001618	UMLS:C0226151
UBERON:0001619	UMLS:C0029078
UBERON:0001620	UMLS:C0035301
UBERON:0001621	UMLS:C0205042
UBERON:0001622	UMLS:C0226171
UBERON:0001623	UMLS:C0226194
UBERON:0001624	UMLS:C0149561
UBERON:0001625	UMLS:C1261316
UBERON:0001626	UMLS:C1261082
UBERON:0001627	UMLS:C0149566
UBERON:0001628	UMLS:C0149559
UBERON:0001629	UMLS:C0007277
UBERON:0001631	UMLS:C0039979
UBERON:0001632	UMLS:C0039482
UBERON:0001633	UMLS:C0004811
UBERON:0001635	UMLS:C0149575
UBERON:0001636	UMLS:C0149576
UBERON:0001637	UMLS:C0003842
UBERON:0001638	UMLS:C0042449
UBERON:0001640	UMLS:C0007569
UBERON:0001642	UMLS:C0226859
UBERON:0001643	UMLS:C0028864
UBERON:0001644	UMLS:C0041159
UBERON:0001645	UMLS:C0040996
UBERON:0001646	UMLS:C0000741
UBERON:0001647	UMLS:C0015462
UBERON:0001647	UMLS:C0228743
UBERON:0001648	UMLS:C0001162
UBERON:0001648	UMLS:C1278835
UBERON:0001649	UMLS:C0017679
UBERON:0001649	UMLS:C1305752
UBERON:0001650	UMLS:C0020614
UBERON:0001651	UMLS:C0923924
UBERON:0001652	UMLS:C0923925
UBERON:0001653	UMLS:C0226532
UBERON:0001654	UMLS:C0226535
UBERON:0001655	UMLS:C0226541
UBERON:0001656	UMLS:C0226520
UBERON:0001657	UMLS:C0226521
UBERON:0001660	UMLS:C0226524
UBERON:0001661	UMLS:C0226526
UBERON:0001662	UMLS:C0226527
UBERON:0001663	UMLS:C0004789
UBERON:0001663	UMLS:C0007797
UBERON:0001663	UMLS:C0031870
UBERON:0001663	UMLS:C0039027
UBERON:0001663	UMLS:C0039728
UBERON:0001663	UMLS:C0042448
UBERON:0001665	UMLS:C0224458
UBERON:0001666	UMLS:C1261048
UBERON:0001667	UMLS:C1711425
UBERON:0001668	UMLS:C0226601
UBERON:0001671	UMLS:C0924206
UBERON:0001673	UMLS:C0035327
UBERON:0001674	UMLS:C0925179
UBERON:0001675	UMLS:C0040995
UBERON:0001676	UMLS:C0004814
UBERON:0001676	UMLS:C0028784
UBERON:0001677	UMLS:C0037884
UBERON:0001678	UMLS:C0039484
UBERON:0001679	UMLS:C0010316
UBERON:0001679	UMLS:C0015027
UBERON:0001680	UMLS:C0222733
UBERON:0001681	UMLS:C0027422
UBERON:0001682	UMLS:C0222734
UBERON:0001684	UMLS:C0024687
UBERON:0001684	UMLS:C0930313
UBERON:0001685	UMLS:C0020417
UBERON:0001686	UMLS:C0013450
UBERON:0001687	UMLS:C0038152
UBERON:0001688	UMLS:C0021181
UBERON:0001689	UMLS:C0024631
UBERON:0001690	UMLS:C0013443
UBERON:0001690	UMLS:C0521421
UBERON:0001691	UMLS:C0013453
UBERON:0001691	UMLS:C1269548
UBERON:0001694	UMLS:C0031266
UBERON:0001694	UMLS:C1261761
UBERON:0001697	UMLS:C0029180
UBERON:0001700	UMLS:C0017406
UBERON:0001700	UMLS:C0228761
UBERON:0001700	UMLS:C0459297
UBERON:0001700	UMLS:C1744550
UBERON:0001700	UMLS:C4505385
UBERON:0001702	UMLS:C0015422
UBERON:0001705	UMLS:C0027342
UBERON:0001705	UMLS:C0222001
UBERON:0001705	UMLS:C0222007
UBERON:0001706	UMLS:C0027432
UBERON:0001707	UMLS:C0027423
UBERON:0001708	UMLS:C0022359
UBERON:0001710	UMLS:C0024687
UBERON:0001710	UMLS:C0930313
UBERON:0001711	UMLS:C0015426
UBERON:0001712	UMLS:C0585636
UBERON:0001713	UMLS:C0229258
UBERON:0001715	UMLS:C0228686
UBERON:0001716	UMLS:C0447422
UBERON:0001716	UMLS:C0700374
UBERON:0001716	UMLS:C1519217
UBERON:0001717	UMLS:C0041000
UBERON:0001718	UMLS:C0228702
UBERON:0001719	UMLS:C0152400
UBERON:0001719	UMLS:C1281211
UBERON:0001720	UMLS:C0152411
UBERON:0001721	UMLS:C0175498
UBERON:0001722	UMLS:C0036385
UBERON:0001723	UMLS:C0040408
UBERON:0001724	UMLS:C0037885
UBERON:0001726	UMLS:C0226964
UBERON:0001726	UMLS:C1289183
UBERON:0001727	UMLS:C0039337
UBERON:0001728	UMLS:C0027442
UBERON:0001729	UMLS:C0521367
UBERON:0001732	UMLS:C0001428
UBERON:0001733	UMLS:C0030219
UBERON:0001734	UMLS:C0042173
UBERON:0001735	UMLS:C0459892
UBERON:0001736	UMLS:C0038556
UBERON:0001737	UMLS:C0023078
UBERON:0001737	UMLS:C0225578
UBERON:0001737	UMLS:C0225579
UBERON:0001738	UMLS:C0040126
UBERON:0001739	UMLS:C0023050
UBERON:0001740	UMLS:C0003943
UBERON:0001741	UMLS:C0225556
UBERON:0001742	UMLS:C0458526
UBERON:0001743	UMLS:C0458519
UBERON:0001744	UMLS:C0024296
UBERON:0001746	UMLS:C0229575
UBERON:0001748	UMLS:C0927176
UBERON:0001750	UMLS:C0022903
UBERON:0001750	UMLS:C0022907
UBERON:0001750	UMLS:C0229246
UBERON:0001750	UMLS:C0229247
UBERON:0001750	UMLS:C0229271
UBERON:0001750	UMLS:C0229288
UBERON:0001750	UMLS:C0459624
UBERON:0001751	UMLS:C0011429
UBERON:0001752	UMLS:C0011350
UBERON:0001753	UMLS:C0011343
UBERON:0001754	UMLS:C0011399
UBERON:0001756	UMLS:C0013455
UBERON:0001756	UMLS:C0242255
UBERON:0001756	UMLS:C1268972
UBERON:0001757	UMLS:C0928075
UBERON:0001758	UMLS:C0031093
UBERON:0001759	UMLS:C0042276
UBERON:0001759	UMLS:C1305910
UBERON:0001760	UMLS:C0016734
UBERON:0001762	UMLS:C1266928
UBERON:0001764	UMLS:C0024957
UBERON:0001765	UMLS:C0222613
UBERON:0001766	UMLS:C0003151
UBERON:0001767	UMLS:C0229094
UBERON:0001768	UMLS:C0042160
UBERON:0001769	UMLS:C0022077
UBERON:0001770	UMLS:C0459631
UBERON:0001771	UMLS:C0034121
UBERON:0001772	UMLS:C0459875
UBERON:0001773	UMLS:C0036410
UBERON:0001775	UMLS:C0008779
UBERON:0001776	UMLS:C0008520
UBERON:0001777	UMLS:C0010040
UBERON:0001778	UMLS:C0459736
UBERON:0001780	UMLS:C0037941
UBERON:0001781	UMLS:C0459649
UBERON:0001782	UMLS:C0035322
UBERON:0001783	UMLS:C0029127
UBERON:0001783	UMLS:C0344233
UBERON:0001785	UMLS:C0010268
UBERON:0001785	UMLS:C1269897
UBERON:0001786	UMLS:C0016622
UBERON:0001786	UMLS:C0450290
UBERON:0001787	UMLS:C0229206
UBERON:0001788	UMLS:C1518685
UBERON:0001789	UMLS:C0229210
UBERON:0001790	UMLS:C0229217
UBERON:0001791	UMLS:C0229211
UBERON:0001794	UMLS:C1512783
UBERON:0001795	UMLS:C0229221
UBERON:0001796	UMLS:C0003662
UBERON:0001796	UMLS:C0524490
UBERON:0001797	UMLS:C0229096
UBERON:0001798	UMLS:C0042905
UBERON:0001799	UMLS:C0229095
UBERON:0001800	UMLS:C0206429
UBERON:0001801	UMLS:C0003153
UBERON:0001802	UMLS:C0278450
UBERON:0001804	UMLS:C0229232
UBERON:0001805	UMLS:C0017068
UBERON:0001806	UMLS:C0017071
UBERON:0001808	UMLS:C0017069
UBERON:0001809	UMLS:C0501399
UBERON:0001810	UMLS:C0501403
UBERON:0001811	UMLS:C0009758
UBERON:0001812	UMLS:C0229274
UBERON:0001813	UMLS:C0228603
UBERON:0001814	UMLS:C0006090
UBERON:0001815	UMLS:C0024093
UBERON:0001815	UMLS:C0205826
UBERON:0001815	UMLS:C0205827
UBERON:0001817	UMLS:C0022907
UBERON:0001818	UMLS:C0025181
UBERON:0001820	UMLS:C0038989
UBERON:0001821	UMLS:C0036505
UBERON:0001823	UMLS:C0225415
UBERON:0001824	UMLS:C0023053
UBERON:0001824	UMLS:C0751258
UBERON:0001825	UMLS:C0030471
UBERON:0001827	UMLS:C0039409
UBERON:0001828	UMLS:C0017562
UBERON:0001829	UMLS:C0930553
UBERON:0001830	UMLS:C0036099
UBERON:0001831	UMLS:C0030580
UBERON:0001832	UMLS:C0038553
UBERON:0001833	UMLS:C0023759
UBERON:0001833	UMLS:C0226931
UBERON:0001835	UMLS:C0458583
UBERON:0001836	UMLS:C0036087
UBERON:0001837	UMLS:C0227458
UBERON:0001837	UMLS:C0227472
UBERON:0001837	UMLS:C0282582
UBERON:0001839	UMLS:C0458699
UBERON:0001840	UMLS:C0036622
UBERON:0001841	UMLS:C1288332
UBERON:0001842	UMLS:C0229454
UBERON:0001844	UMLS:C0009195
UBERON:0001844	UMLS:C1278895
UBERON:0001845	UMLS:C0031059
UBERON:0001846	UMLS:C0022889
UBERON:0001846	UMLS:C0458699
UBERON:0001846	UMLS:C0458700
UBERON:0001846	UMLS:C1268973
UBERON:0001847	UMLS:C0229315
UBERON:0001849	UMLS:C0458700
UBERON:0001852	UMLS:C0014166
UBERON:0001853	UMLS:C0042158
UBERON:0001854	UMLS:C0036029
UBERON:0001855	UMLS:C1281166
UBERON:0001855	UMLS:C1323110
UBERON:0001856	UMLS:C1323109
UBERON:0001860	UMLS:C0014167
UBERON:0001862	UMLS:C0042606
UBERON:0001864	UMLS:C0036264
UBERON:0001866	UMLS:C0036511
UBERON:0001867	UMLS:C0013445
UBERON:0001869	UMLS:C0228174
UBERON:0001869	UMLS:C0242202
UBERON:0001871	UMLS:C0039485
UBERON:0001871	UMLS:C1268978
UBERON:0001872	UMLS:C0030560
UBERON:0001873	UMLS:C0007461
UBERON:0001874	UMLS:C0034169
UBERON:0001875	UMLS:C0017651
UBERON:0001876	UMLS:C0002708
UBERON:0001877	UMLS:C0175233
UBERON:0001878	UMLS:C0694603
UBERON:0001879	UMLS:C0175227
UBERON:0001880	UMLS:C0228365
UBERON:0001881	UMLS:C0262264
UBERON:0001882	UMLS:C0028633
UBERON:0001884	UMLS:C0031774
UBERON:0001885	UMLS:C0152314
UBERON:0001886	UMLS:C0008524
UBERON:0001887	UMLS:C0152341
UBERON:0001888	UMLS:C0152330
UBERON:0001890	UMLS:C0085140
UBERON:0001891	UMLS:C0025462
UBERON:0001893	UMLS:C0039452
UBERON:0001894	UMLS:C0012144
UBERON:0001895	UMLS:C0376353
UBERON:0001895	UMLS:C1516904
UBERON:0001896	UMLS:C0025148
UBERON:0001896	UMLS:C0152397
UBERON:0001896	UMLS:C0152400
UBERON:0001896	UMLS:C0228544
UBERON:0001896	UMLS:C1269575
UBERON:0001897	UMLS:C0039729
UBERON:0001898	UMLS:C0020663
UBERON:0001899	UMLS:C0152361
UBERON:0001900	UMLS:C0152349
UBERON:0001901	UMLS:C1179002
UBERON:0001904	UMLS:C0152362
UBERON:0001905	UMLS:C0031939
UBERON:0001906	UMLS:C0152355
UBERON:0001908	UMLS:C0042829
UBERON:0001908	UMLS:C0152405
UBERON:0001909	UMLS:C0152363
UBERON:0001910	UMLS:C0025055
UBERON:0001911	UMLS:C0024659
UBERON:0001911	UMLS:C0242386
UBERON:0001911	UMLS:C0929301
UBERON:0001913	UMLS:C1511310
UBERON:0001914	UMLS:C0009413
UBERON:0001915	UMLS:C0006904
UBERON:0001916	UMLS:C1179024
UBERON:0001917	UMLS:C1179025
UBERON:0001918	UMLS:C1179026
UBERON:0001919	UMLS:C1179027
UBERON:0001920	UMLS:C0175253
UBERON:0001921	UMLS:C0228327
UBERON:0001922	UMLS:C0228352
UBERON:0001923	UMLS:C0920328
UBERON:0001924	UMLS:C0228354
UBERON:0001925	UMLS:C0228339
UBERON:0001926	UMLS:C0086526
UBERON:0001927	UMLS:C0086596
UBERON:0001928	UMLS:C0033063
UBERON:0001928	UMLS:C1284641
UBERON:0001929	UMLS:C0038869
UBERON:0001930	UMLS:C0030532
UBERON:0001931	UMLS:C0175312
UBERON:0001931	UMLS:C1289556
UBERON:0001932	UMLS:C0003741
UBERON:0001933	UMLS:C0262326
UBERON:0001934	UMLS:C0013055
UBERON:0001935	UMLS:C0042518
UBERON:0001936	UMLS:C0228377
UBERON:0001936	UMLS:C1289549
UBERON:0001937	UMLS:C0086527
UBERON:0001938	UMLS:C0152357
UBERON:0001938	UMLS:C1289570
UBERON:0001939	UMLS:C0175329
UBERON:0001939	UMLS:C1289568
UBERON:0001940	UMLS:C0228378
UBERON:0001940	UMLS:C1289571
UBERON:0001941	UMLS:C0228390
UBERON:0001942	UMLS:C0228389
UBERON:0001943	UMLS:C0039441
UBERON:0001944	UMLS:C0175354
UBERON:0001945	UMLS:C0228405
UBERON:0001946	UMLS:C0228411
UBERON:0001947	UMLS:C0034910
UBERON:0001948	UMLS:C1268166
UBERON:0001949	UMLS:C1179154
UBERON:0001950	UMLS:C0175173
UBERON:0001951	UMLS:C1179157
UBERON:0001952	UMLS:C1179158
UBERON:0001953	UMLS:C0175194
UBERON:0001954	UMLS:C0019564
UBERON:0001955	UMLS:C1179179
UBERON:0001956	UMLS:C0225604
UBERON:0001957	UMLS:C0225601
UBERON:0001958	UMLS:C1179400
UBERON:0001959	UMLS:C0229686
UBERON:0001961	UMLS:C0599921
UBERON:0001962	UMLS:C0596638
UBERON:0001963	UMLS:C1179418
UBERON:0001965	UMLS:C0175412
UBERON:0001966	UMLS:C0175413
UBERON:0001968	UMLS:C0242499
UBERON:0001968	UMLS:C1518159
UBERON:0001968	UMLS:C2756969
UBERON:0001969	UMLS:C0016709
UBERON:0001969	UMLS:C0032105
UBERON:0001970	UMLS:C0005388
UBERON:0001970	UMLS:C0282074
UBERON:0001971	UMLS:C0017133
UBERON:0001974	UMLS:C1707949
UBERON:0001976	UMLS:C1179544
UBERON:0001977	UMLS:C0229671
UBERON:0001979	UMLS:C0042520
UBERON:0001980	UMLS:C0003847
UBERON:0001981	UMLS:C0005847
UBERON:0001982	UMLS:C0935624
UBERON:0001983	UMLS:C1621887
UBERON:0001984	UMLS:C1179777
UBERON:0001985	UMLS:C0014258
UBERON:0001985	UMLS:C0014259
UBERON:0001985	UMLS:C0078959
UBERON:0001986	UMLS:C0014257
UBERON:0001987	UMLS:C0032043
UBERON:0001988	UMLS:C0015733
UBERON:0001989	UMLS:C0206257
UBERON:0001990	UMLS:C0228999
UBERON:0001992	UMLS:C0221930
UBERON:0001992	UMLS:C0682598
UBERON:0001993	UMLS:C0682599
UBERON:0001993	UMLS:C1514988
UBERON:0001994	UMLS:C0225362
UBERON:0001995	UMLS:C0684077
UBERON:0001996	UMLS:C0682559
UBERON:0001997	UMLS:C0599332
UBERON:0001998	UMLS:C1305902
UBERON:0001999	UMLS:C0224417
UBERON:0002000	UMLS:C1744702
UBERON:0002001	UMLS:C1261194
UBERON:0002005	UMLS:C0206111
UBERON:0002006	UMLS:C0933402
UBERON:0002008	UMLS:C0459528
UBERON:0002010	UMLS:C0007572
UBERON:0002011	UMLS:C0933449
UBERON:0002012	UMLS:C0034052
UBERON:0002014	UMLS:C0205797
UBERON:0002015	UMLS:C0227637
UBERON:0002016	UMLS:C0034090
UBERON:0002017	UMLS:C0032718
UBERON:0002018	UMLS:C0039099
UBERON:0002019	UMLS:C0000905
UBERON:0002019	UMLS:C1305777
UBERON:0002020	UMLS:C0018220
UBERON:0002021	UMLS:C0028785
UBERON:0002022	UMLS:C0021640
UBERON:0002023	UMLS:C0008910
UBERON:0002024	UMLS:C0459526
UBERON:0002025	UMLS:C0221925
UBERON:0002026	UMLS:C0221924
UBERON:0002027	UMLS:C0221921
UBERON:0002028	UMLS:C0035507
UBERON:0002028	UMLS:C1522180
UBERON:0002029	UMLS:C1180206
UBERON:0002030	UMLS:C0028109
UBERON:0002030	UMLS:C0222608
UBERON:0002031	UMLS:C0599333
UBERON:0002032	UMLS:C0222608
UBERON:0002034	UMLS:C0038866
UBERON:0002034	UMLS:C1289559
UBERON:0002035	UMLS:C0175313
UBERON:0002035	UMLS:C1289555
UBERON:0002036	UMLS:C1331262
UBERON:0002037	UMLS:C0007765
UBERON:0002037	UMLS:C1268981
UBERON:0002038	UMLS:C0038590
UBERON:0002038	UMLS:C1269578
UBERON:0002040	UMLS:C0006257
UBERON:0002042	UMLS:C0014260
UBERON:0002042	UMLS:C1180786
UBERON:0002043	UMLS:C0175392
UBERON:0002044	UMLS:C0262291
UBERON:0002045	UMLS:C0228548
UBERON:0002045	UMLS:C0587939
UBERON:0002046	UMLS:C0040132
UBERON:0002047	UMLS:C0175423
UBERON:0002048	UMLS:C0024109
UBERON:0002050	UMLS:C0013935
UBERON:0002050	UMLS:C0013948
UBERON:0002050	UMLS:C0524585
UBERON:0002051	UMLS:C1181296
UBERON:0002052	UMLS:C1181304
UBERON:0002053	UMLS:C0043518
UBERON:0002054	UMLS:C0043517
UBERON:0002055	UMLS:C0043520
UBERON:0002056	UMLS:C0226334
UBERON:0002057	UMLS:C1181536
UBERON:0002059	UMLS:C0229063
UBERON:0002060	UMLS:C0015801
UBERON:0002061	UMLS:C0041206
UBERON:0002061	UMLS:C1519589
UBERON:0002063	UMLS:C0225857
UBERON:0002063	UMLS:C0231084
UBERON:0002064	UMLS:C0231083
UBERON:0002065	UMLS:C0231087
UBERON:0002066	UMLS:C0041637
UBERON:0002067	UMLS:C0011646
UBERON:0002068	UMLS:C0041916
UBERON:0002069	UMLS:C0221923
UBERON:0002070	UMLS:C0226317
UBERON:0002071	UMLS:C0221922
UBERON:0002071	UMLS:C1514985
UBERON:0002072	UMLS:C0278403
UBERON:0002073	UMLS:C0221971
UBERON:0002074	UMLS:C0221961
UBERON:0002075	UMLS:C0042779
UBERON:0002078	UMLS:C0225844
UBERON:0002079	UMLS:C0225860
UBERON:0002080	UMLS:C0225883
UBERON:0002081	UMLS:C0018792
UBERON:0002081	UMLS:C0225844
UBERON:0002081	UMLS:C0225860
UBERON:0002082	UMLS:C0018827
UBERON:0002082	UMLS:C0225883
UBERON:0002082	UMLS:C0225897
UBERON:0002083	UMLS:C1288338
UBERON:0002084	UMLS:C0225897
UBERON:0002085	UMLS:C0225836
UBERON:0002091	UMLS:C0222646
UBERON:0002092	UMLS:C0459393
UBERON:0002093	UMLS:C0228124
UBERON:0002094	UMLS:C0225870
UBERON:0002095	UMLS:C0025474
UBERON:0002097	UMLS:C1123023
UBERON:0002098	UMLS:C0225811
UBERON:0002099	UMLS:C0018819
UBERON:0002100	UMLS:C0460005
UBERON:0002101	UMLS:C0015385
UBERON:0002102	UMLS:C0016555
UBERON:0002102	UMLS:C1140618
UBERON:0002103	UMLS:C0023216
UBERON:0002103	UMLS:C1522391
UBERON:0002104	UMLS:C0587900
UBERON:0002106	UMLS:C0037993
UBERON:0002107	UMLS:C0023884
UBERON:0002108	UMLS:C0021852
UBERON:0002110	UMLS:C0016976
UBERON:0002111	UMLS:C1706851
UBERON:0002113	UMLS:C0022646
UBERON:0002114	UMLS:C0013303
UBERON:0002115	UMLS:C0022378
UBERON:0002116	UMLS:C0020885
UBERON:0002118	UMLS:C0227873
UBERON:0002119	UMLS:C0227874
UBERON:0002120	UMLS:C0231048
UBERON:0002122	UMLS:C0229945
UBERON:0002123	UMLS:C0229948
UBERON:0002124	UMLS:C0229949
UBERON:0002125	UMLS:C1522462
UBERON:0002127	UMLS:C0228540
UBERON:0002128	UMLS:C0175427
UBERON:0002129	UMLS:C0007759
UBERON:0002129	UMLS:C1284087
UBERON:0002130	UMLS:C0007763
UBERON:0002130	UMLS:C0086120
UBERON:0002130	UMLS:C0175487
UBERON:0002130	UMLS:C0175488
UBERON:0002130	UMLS:C0175489
UBERON:0002130	UMLS:C0175490
UBERON:0002132	UMLS:C0086120
UBERON:0002134	UMLS:C0040960
UBERON:0002135	UMLS:C0026264
UBERON:0002136	UMLS:C1134421
UBERON:0002137	UMLS:C0003501
UBERON:0002138	UMLS:C0228391
UBERON:0002139	UMLS:C0038533
UBERON:0002140	UMLS:C0262301
UBERON:0002141	UMLS:C0228416
UBERON:0002142	UMLS:C0262306
UBERON:0002143	UMLS:C0175393
UBERON:0002144	UMLS:C0152368
UBERON:0002145	UMLS:C0175398
UBERON:0002146	UMLS:C0034086
UBERON:0002148	UMLS:C0023951
UBERON:0002149	UMLS:C0175447
UBERON:0002150	UMLS:C0152391
UBERON:0002151	UMLS:C0228448
UBERON:0002152	UMLS:C0152392
UBERON:0002153	UMLS:C0175490
UBERON:0002156	UMLS:C0175515
UBERON:0002157	UMLS:C0175517
UBERON:0002160	UMLS:C0152399
UBERON:0002160	UMLS:C1289505
UBERON:0002161	UMLS:C0228546
UBERON:0002162	UMLS:C0228530
UBERON:0002162	UMLS:C1289468
UBERON:0002163	UMLS:C0152393
UBERON:0002164	UMLS:C0152378
UBERON:0002165	UMLS:C0014124
UBERON:0002167	UMLS:C0225706
UBERON:0002168	UMLS:C0225730
UBERON:0002169	UMLS:C0225691
UBERON:0002170	UMLS:C1261074
UBERON:0002171	UMLS:C1261075
UBERON:0002173	UMLS:C0391892
UBERON:0002174	UMLS:C0225757
UBERON:0002177	UMLS:C0225608
UBERON:0002178	UMLS:C0225630
UBERON:0002181	UMLS:C0038588
UBERON:0002182	UMLS:C0024496
UBERON:0002183	UMLS:C0225653
UBERON:0002184	UMLS:C0444439
UBERON:0002185	UMLS:C0006255
UBERON:0002185	UMLS:C0024496
UBERON:0002185	UMLS:C0225653
